"","F1","F1","F1","F1"
"1",0.856884638041814,1.52632302214188,1.76454653398863,3.0968252185174
"2",0.856884638041814,1.67064907366786,1.27918781859447,2.36414886010459
"3",-1.37958052514279,-1.14543192451882,-0.3654552449412,-1.82461412120253
"4",-0.412686681682301,-1.14543192451882,-0.501255987875902,-2.70841320392422
"5",0.586758930457219,0.471650421525044,-1.1868930085713,-2.04880319201394
"6",-0.870343497963546,-1.14543192451882,0.509190366712036,0.00457948724424526
"7",1.74797479202048,1.52632302214188,0.509190366712036,1.13981559186197
"8",-0.664223279930957,0.181187853117563,-0.162928211928386,0.817905193989433
"9",-1.12668025394796,-1.14543192451882,-2.11628226582533,-2.04880319201394
"10",-0.850864603691757,-1.14543192451882,-0.3654552449412,-2.70841320392422
"11",-0.0376088093571075,-1.14543192451882,-1.1868930085713,-2.70841320392422
"12",0.418246629315736,0.181187853117563,1.42591593028383,3.93160024443746
"13",0.350421064786555,0.181187853117563,-0.117761842655415,-0.79659147857897
"14",0.998949244822359,-0.239568445683997,-0.501255987875902,-1.20754032880913
"15",0.0464156866609459,-0.239568445683997,-0.3654552449412,-0.650703530021888
"16",0.418246629315736,-0.0617031994112577,-0.501255987875902,-0.634637595097053
"17",0.418246629315736,0.6384399800994,0.806195069561002,3.43916709769138
"18",0.418246629315736,0.471650421525044,0.323153823023332,0.817905193989433
"19",1.2522247166537,0.181187853117563,-0.501255987875902,-1.20754032880913
"20",0.418246629315736,0.471650421525044,0.323153823023332,1.13981559186197
"21",0.418246629315736,-1.14543192451882,-1.57596148300371,-2.70841320392422
"22",-1.12668025394796,-1.14543192451882,0.0227495046112993,0.461701249683501
"23",0.169544955629068,-1.14543192451882,-1.1868930085713,-2.70841320392422
"24",-0.664223279930957,0.375344375280262,0.0768165697189379,-0.290671340312717
"25",-0.0376088093571075,0.6384399800994,0.323153823023332,0.817905193989433
"26",-0.412686681682301,-0.0617031994112577,0.323153823023332,1.13981559186197
"27",0.350421064786555,0.375344375280262,0.0768165697189379,-0.650703530021888
"28",0.418246629315736,0.6384399800994,0.509190366712036,0.817905193989433
"29",0.998949244822359,-0.239568445683997,0.509190366712036,1.57899322843237
"30",-0.0376088093571075,0.6384399800994,-0.162928211928386,0.817905193989433
"31",-0.870343497963546,0.101752002076531,0.136603246477675,0.817905193989433
"32",0.169544955629068,-0.131877290863033,0.0768165697189379,-0.79659147857897
"33",0.601024216316314,0.101752002076531,0.0227495046112993,0.817905193989433
"34",1.65072598654771,1.67064907366786,1.76454653398863,5.0060028250761
"35",-0.280881600683197,-1.36400912488646,-1.1868930085713,-2.70841320392422
"36",-1.12668025394796,0.0462326225224729,0.509190366712036,-1.32116511720547
"37",-0.447191443614399,0.181187853117563,-0.162928211928386,-2.70841320392422
"38",-1.32954261019116,0.0147012971829712,0.509190366712036,0.796061409757591
"39",-1.60892249680999,0.181187853117563,-0.162928211928386,-2.70841320392422
"40",-0.280881600683197,0.181187853117563,0.509190366712036,-2.04880319201394
