"","theta.pre.linked","theta.mid1.linked","theta.mid2.linked","theta.post.linked"
"1",0.908814797366739,1.19974994906536,2.75664638034003,1.4873947503344
"2",0.908814797366739,1.69624801164317,1.61121377548495,2.05822885500307
"3",-1.54461633825132,-0.951069317332034,-0.0489256371859028,-0.291907014134073
"4",-0.291907014134073,-0.951069317332034,-0.65856314145651,-0.913106609986315
"5",0.316107187645438,0.711671479664426,-1.32839078217351,-0.291907014134073
"6",-0.913106609986316,-0.951069317332034,1.06094446125358,-0.291907014134073
"7",1.4873947503344,1.19974994906536,1.06094446125358,0.908814797366739
"8",-0.913106609986316,0.208228969523789,-0.0489256371859028,0.316107187645438
"9",-1.54461633825132,-0.951069317332034,-2.63274026366032,-0.291907014134073
"10",-1.54461633825132,-0.951069317332034,-0.0489256371859028,-0.913106609986315
"11",-0.291907014134073,-0.951069317332034,-1.32839078217351,-0.913106609986315
"12",0.316107187645438,0.208228969523789,1.61121377548495,2.05822885500307
"13",0.316107187645438,0.208228969523789,-0.0489256371859028,0.316107187645438
"14",0.316107187645438,-0.344811206239328,-0.65856314145651,-0.291907014134073
"15",-0.913106609986316,-0.344811206239328,-0.0489256371859028,0.316107187645438
"16",0.316107187645438,0.208228969523789,-0.65856314145651,0.316107187645438
"17",0.316107187645438,1.19974994906536,1.61121377548495,2.05822885500307
"18",0.316107187645438,0.711671479664426,0.514372729266119,0.316107187645438
"19",0.908814797366739,0.208228969523789,-0.65856314145651,-0.291907014134073
"20",0.316107187645438,0.711671479664426,0.514372729266119,0.908814797366739
"21",0.316107187645438,-0.951069317332034,-2.01704506171626,-0.913106609986315
"22",-1.54461633825132,-0.951069317332034,0.514372729266119,0.316107187645438
"23",-0.291907014134073,-0.951069317332034,-1.32839078217351,-0.913106609986315
"24",-0.913106609986316,0.711671479664426,0.514372729266119,0.908814797366739
"25",-0.291907014134073,1.19974994906536,0.514372729266119,0.316107187645438
"26",-0.291907014134073,0.208228969523789,0.514372729266119,0.908814797366739
"27",0.316107187645438,0.711671479664426,0.514372729266119,0.316107187645438
"28",0.316107187645438,1.19974994906536,1.06094446125358,0.316107187645438
"29",0.316107187645438,-0.344811206239328,1.06094446125358,1.4873947503344
"30",-0.291907014134073,1.19974994906536,-0.0489256371859028,0.316107187645438
"31",-0.913106609986316,0.711671479664426,1.06094446125358,0.316107187645438
"32",-0.291907014134073,0.208228969523789,0.514372729266119,0.316107187645438
"33",0.908814797366739,0.711671479664426,0.514372729266119,0.316107187645438
"34",2.05822885500307,1.69624801164317,2.75664638034003,3.22567335190421
"35",-0.913106609986315,-1.55025041217088,-1.32839078217351,-0.913106609986315
"36",-1.54461633825132,-0.344811206239328,1.06094446125358,0.316107187645438
"37",-1.54461633825132,0.208228969523789,-0.0489256371859028,-0.913106609986315
"38",-2.18465090537471,-0.344811206239328,1.06094446125358,0.908814797366739
"39",-2.18465090537471,0.208228969523789,-0.0489256371859028,-0.913106609986315
"40",-0.913106609986315,0.208228969523789,1.06094446125358,-0.291907014134073
